Title,Summary,Cosine Similarity
Alasan Febri Noviardi Ajak Duet Putri Ramadhanti di Lagu Biarlah,"Penyanyi Febri Noviardi kembali menelurkan karya terbaru. Selain sudah kenal lama, ia menilai wanita yang sempat tergabung dalam grup duo Nares itu bisa mengenakkan lagu. "" Dia selalu bisa ngenakin lagu-lagu yang dia nyanyiin,"" ujarnya dalam keterangan resmi, Jumat 27 September 2024. Putri Ramadhanti sendiri mengaku menerima pinangan nyanyi bareng Febri Noviardi lantaran materi lagu yang disajikan. Febri bilangnya kalau suka sama lagunya mau nggak duet sama dia? Terus pas kudengerin lagunya ternyata enak banget dong, ya maulah,"" tuturnya. Ia menyebut karya barunya merupakan definisi menjaga jodoh orang. "" Pasti kita sering banget kan dengar cerita atau bahkan bisa jadi pengalaman pribadi yang sudah bertahun-tahun pacaran, sudah kenal sama keluarganya, sudah tahu banget kebiasaannya, senang susah sama-sama, eh nikahnya sama orang lain, istilah ngetrendnya tuh jagain jodoh orang,"" katanya. Febri mengemas Biarlah dengan nuansa musik pop kekinian.",0.372706
"Putri Nikita Mirzani dalam Pengawasan Unit PPPA, Tak Boleh Pegang HP","Dalam kunjungan ke Polres Metro Jakarta Selatan, Edwin Mirzani abang dari Nikita Mirzani sekaligus paman LM belum bisa bertemu dengan sang ponakan. Edwin lega ponakannya berada di tempat yang aman. LM disebut sedang menjalani detoksifikasi dari alat komunikasi seperti ponsel. "" Dari pihak PPPA, beliau menyatakan ponakan saya menyatakan in a good state-lah. Detox ya sudah jangan megang HP ya neng, jangan megang HP dulu, kan HP sudah dipegangin nih,"" kata Edwin di Polres Metro Jakarta Selatan pada Jumat 27 September 2024. Karena dia untuk melampiaskan emosi dan sarana dia mencari sarana informasi kemungkinan juga salah,"" tambahnya. Karena sedang dalam pengawasan PPPA, Edwin belum bisa bertemu dengan LM. Nikita Mirzani menduga sang penari itu telah melakukan tindak pidana terkait Kejahatan Perlindungan Anak UU Nomor 35 Tahun 2014 tentang Perubahan Undang-Undang Nomor 23 Tahun 2002 tentang Perlindungan Anak Sebagaimana Dimaksud dalam Pasal 76d UU 35/2014 dan/atau 77 A juncto 45 A dan/atau 421 KUHP juncto Pasal 60 UU No 17 Tahun 2023 tentang Kesehatan dan/atau Pasal 346 KUHP juncto Pasal 81.",0.1420416
Peluang Para Kreator Raih Cuan Lebih,"Platform streaming Noice kembali membuat gebrakan. Kali ini mereka perkenalkan program Cuan Di Noice untuk para kreator. Mereka pun mau membantu me-monetisasi karya digital kreator. Ditemui kala perilisan program itu di kawasan Jakarta Selatan, Kamis 26 September 2024, Noice siap memberi fasilitas tambahan. Agar lebih banyak kreator di Indonesia bisa mendapatkan keuntungan dari monetisasi karya mereka, kita fasilitasi dengan beragam fitur Noice yang ada,"" tambahnya. Tak berpusat pada satu genre, program ini justru melingkupi kreator di segala bidang, dari hiburan hingga edukasi. Selain Podkesmas dan Musuh Masyarakat, program Future Wealth Builder (FWB), Detektif Astral, juga Kementerian Kegelapan tersaji. "" Konten on-demand yang dikonversi dari event memberi nilai tambah, extra revenue, juga meningkatkan awareness event lebih luas lagi,"" pungkasnya.",0.5791334
Anak Aktor yang Disebut Saksi Kunci adalah Tempat Anak Nikita Mirzani Nangis,"A yang disebut sebagai anak aktor senior dan menjadi saksi kunci Nikita Mirzani untuk kasus Vadel Badjideh merupakan teman curhat anaknya. A dikatakan meminta secara langsung dirinya menjadi saksi. "" Saksi ini muncul setelah kemarin ada saksi yang diperiksa. ""Saya tidak tahu dia anak siapa, yang jelas dia berinisiatif sendiri, saya hormati, tiba-tiba dia telepon saya, 'Bang saya yang tahu, izinkan saya menjadi saksi'. Sementara ini penyidik mengumpulkan keterangan dari saksi-saksi yang melihat, mendengar, dan mengetahui kasus yang dilaporkan NM,"" kata AKP Nurma Dewi menambahkan penjelasan kuasa hukum Nikita Mirzani. A merupakan teman curhat anak Nikita Mirzani. A disebut mengetahui apa yang terjadi dan ada di apartemen tempat anak Nikita Mirzani tinggal. "" Dia yang berhubungan, dia yang ada di apartemen, dia yang naik ke apartemen.",0.68270457
Sule Bela Rizky Febian-Mahalini Ucap 'Jauhkan dari Fitnah' di Depan Umum,"Rizky Febian dan Mahalini menunjukkan kekompakan mereka di tengah hoaks perselingkuhan yang membuat mereka geram. Dukungan untuk pasangan yang menikah pada 10 Mei 2024 itu juga mendapat dukungan dari keluarga. Termasuk Sule yang terdepan pasang badan membela anak dan menantunya itu. Pada penampilan spesial itu turut juga kehadiran Mahalini dan Sule. "" Sule lantas menimpali ucapan putra sulungnya dengan candaan. Suasana sore kemarin sangat hangat melihat keluarga ini. "" Rizky Febian dari atas panggung memperkenalkan keluarganya. Dia menobatkan keluarganya sebagai keluarga Spotify. "" Tapi sekali lagi minta tepuk tangan untuk Ayah saya tercinta, adik saya Putri Delina, terus untuk Rizwan Fadila, dan juga untuk Ferdinand, luar biasa. Sukses menghibur penonton Pestapora, sebelum pamit dari atas panggung, Sule seolah kembali memberikan ultimatum terhadap isu yang sedang dihadapi Mahalini dan Rizky Febian. """,0.5818995
Tantangan Irish Bella Syuting Stripping dan Bagi Waktu untuk Anak,"Akhir pekan kemarin, Irish Bella membuat acara ulang tahun untuk dua anaknya, Air dan Amala. Hari ulang tahun yang berdekatan, Irish Bella membuat acara untuk kedua anaknya dengan tema karnaval. Ini juga pertama kali ulang tahunnya disatuin. Seru sih outdoor, banyak binatang, banyak tempat main. Irish Bella sekarang juga sudah mulai kembali syuting stripping. Jadi kayak benar-benar momen hari Minggu tuh nggak bisa sia-siakan, itu untuk anak-anak. Apalagi kedua anaknya saat ini sudah bisa protes. Namun, kini Irish Bella seorang diri berjuang untuk memenuhi segala kebutuhan anak-anaknya. "" Apalagi kalau terpaksa hari Minggu harus kerja, nah itu yang sulit karena hari Minggu kan biasanya buat mereka, tapi kalau misalnya ada kerja mereka ada proteslah,"" tuturnya. "" Abangnya itu senanglah bisa main-main, alhamdulillah welcome, jadi dia happy,"" tukas Irish Bella. Sekarang ada dua dan yang kecil udah mulai aktif dan senang bicara jadi lebih sering ada apa ya berantem. Jadi drama drama gitu yang bikin rumah lebih ramai. Tapi kalau anak-anak lagi tidur rumah sepi, jadi aneh,"" cerita mantan istri Ammar Zoni itu.",0.13445956
Sonny Septian Masih Minum Obat 25 Tablet Sehari,"Kondisi Sonny Septian seusai mengalami penyumbatan pembuluh darah semakin baik. Selain harus menjalani fisioterapi, Sonny tetap harus konsumsi obat sebanyak 25 tablet. "" Fairuz mengatakan obat-obatan itu mengikuti anjuran dokter. Belum diketahui sampai kapan Sonny Septian harus mengonsumsi obat sebanyak itu. Pria kelahiran 23 September 1983 itu banyak mengonsumsi obat untuk kondisi saraf-sarafnya. "" Selama jangka waktu yang ditentukan oleh dokter. Ternyata obat yang banyak itu, di awal aku mikir wah kebanyakan ya. Sonny Septian pelan-pelan sudah bisa melepas alat penyanggah lehernya. Walaupun, setiap hari masih tetap harus digunakan dan bisa dilepas pada waktu-waktu tertentu. "" Tadinya sebelah kanan nggak bisa bergerak sama sekali. Sonny Septian akhir pekan kemarin ikut dalam event Pikachu's Indonesia Journey in Jakarta. Iya, kalau pertama kali ke acara ramai gitu, tapi kalau untuk ke mall dibeliin kursi roda. Pas fisioterapi diperbolehkan buat berjalan untuk melatih motoriknya, tapi tidak diperbolehkan capek. Fokus dilatih, harus ketemu orang banyak, supaya ketemu orang banyak biar bisa mengontrol, biar nggak nabrak, dan kagok, dan lain-lain,"" kata Fairuz.",0.1590902
Pengacara Ajukan Perlindungan ke LPSK untuk Anak Nikita Mirzani,"Kuasa hukum Nikita Mirzani, Fahmi Bachmid, mengajukan kepada penyidik Polres Metro Jakarta Selatan untuk membuat permohonan perlindungan pada Lembaga Perlindungan Saksi dan Korban (LPSK) untuk anak Nikita Mirzani, LM. Hal tersebut didasarkan adanya hal-hal yang mengkhawatirkan. Saya mengajukan permohonan supaya dari pihak penyidik untuk memberikan mengajukan permohonan kepada Lembaga Perlindungan Saksi dan Korban. Karena setelah saya mengikuti proses pemeriksaan-pemeriksaan, saya temukan ada hal-hal yang sangat mengkhawatirkan,"" kata Fahmi Bachmid saat ditemui di Polres Metro Jakarta Selatan, Selasa 24 September 2024. Fahmi Bachmid sendiri tak merinci hal yang mengkhawatirkan tersebut apakah sebuah ancaman atau hal lain. Jadi Lolly ini korban dalam persoalan ini,"" harap Fahmi Bachmid.",0.8418577
Minka Rosie Production Debut Lewat 4 Film Menegangkan,"Minka Rosie merupakan production house baru yang mencoba peruntungan di industri perfilman Indonesia. Tiga di antaranya film horor, yakni Tamu Tak Diundang, Lorong Kos, dan Menara Terkutuk. Kita sebetulnya sudah ada banyak judul dan kami memilih empat judul terbaik buat kami mulai luncurkan di awal. Menurut saya 4 judul ini sangat dekat dengan masyarakat, keempatnya ini sudah selesai pospro dan sudah siap tayang,"" jelas Lady Diana di acara Kemang, Jakarta Selatan, kemarin. Lady Diana sangat mengetahui popularitas film horor di Tanah Air memang luar biasa. Ia juga mengetahui bahwa film horor kian menjamur. Aku diundang karena genrenya menarik, ini sebetulnya love story tapi ada twist ya. Di sini saya dapat kebebasan berekspresi ya, sebagai pemain yang kini di balik layar satu faktor yang saya bawa ketika jadi sutradara adalah memperhatikan pemain dan aku kulik karakternya,"" ucap Prisia Nasution. "" Aku dapat dua cerita, tapi aku merasa menarik sama cerita Kamu Adalah Aku. Akhirnya aku sangat tertarik sama cerita di sini,"" terangnya. Ini merupakan film kedua yang aku sutradarai dalam beberapa tahun belakangan. Rencananya empat film terbaru dari Minka Rosie Production dipersiapkan untuk tayang pada 2025.",0.11002816
Andre Taulany dan Rien Masih Suami-Istri Usai Gugatan Cerai Ditolak,"Gugatan cerai Andre Taulany kepada istrinya, Rien Wartia Trigina, rupanya ditolak Pengadilan Tigaraksa, Tangerang, Banten. Hal itu diungkapkan oleh Humas PA Tigaraksa, Ummi Azma. Azma mengatakan dari pertimbangan hukum, majelis hakim menyatakan dalil yang diajukan pemohon terkait adanya perselisihan yang terus-menerus tidak terbukti. Hakim menilai Andre dan istri hanya kurang berkomunikasi dalam berumah tangga. "" Di sisi lain, putusan ini belum berkekuatan hukum tetap. Sehingga ada kesempatan buat mereka banding sampai 4 Oktober 2024. """,0.9496684
Alasan Dahlia Poland Urus 3 Anak Tanpa Pengasuh,"Dahlia Poland memilih vakum dari dunia akting semenjak hamil anak pertama. Pemeran Thea dalam sinetron Ganteng Ganteng Serigala itu mengaku justru belum mendapat izin kembali syuting dari ketiga anaknya. Kalau (comeback) itu belum tahu, sama anak-anak belum boleh syuting. Ibu tiga anak yang masih berusia 27 tahun itu nggak tega bila harus meninggalkan anak-anaknya. Dahlia mengatakan, sebenarnya Fandy Christian memberikan izin dirinya bekerja dan mau membantunya mencarikan orang yang bisa membantu untuk menjaga anak-anak mereka. "" Tiga-tiganya nggak mau ditinggal, nggak mau dilepas. Sini dong, sini dong', ngajak main,"" ceritanya. Soalnya berita seram-seram banget, anak diapain sama baby sitter. Oleh karena itu, Dahlia Poland mau menikmati waktu bersama dengan ketiga anaknya yang saat ini sudah memasuki usia 3 tahun, 5 tahun, dan 7 tahun. "" Aku sama Fandy bercandaannya nanti kali ya kalau Matth (3) SMA, yang kecil ini dikit-dikit mama, kalau minta susu atau apa aku lagi sibuk ngapain, papanya nawarin buat bikinin dia tetap nggak mau.",0.15876979
"Posting Foto Blur, G.NA: Selamat Tinggal Dunia",Solois G.NA sempat mengunggah postingan berupa foto blur dengan keterangan 'Selamat tinggal dunia'. Hal ini sontak membuat para penggemar khawatir dengan kondisinya. Laman pertolongan pertama bagi orang dengan pemikiran bunuh diri juga dapat dibaca di www.intothelightid.org/tolong.,0.98654056
Keinginan Kuat Nikita Mirzani Penjarakan Vadel Badjideh,"Polisi telah memeriksa beberapa saksi atas kasus yang dilaporkan Nikita Mirzani terhadap Vadel Badjideh atas dugaan pelanggaran UU Perlindungan Anak. Bahkan, Nikita Mirzani dibuat sangat geram saat mendengarkan keterangan saksi kunci yang merupakan teman curhat anaknya tentang kelakuan Vadel Badjideh. "" Diketahui, dalam waktu dekat Vadel Badjideh akan dipanggil untuk menjalani pemeriksaan. Aktris yang akrab disapa Nyai itu menggebu-gebu ingin bertemu. Bintang film Comic 8 itu itu ingin bertemu lelaki kelahiran 2005 itu secara private tanpa kamera. "" Nggak ada kamera, nggak ada CCTV, pengen banget ketemu,"" tutur Nikita Mirzani.",0.92231154
Anggun Terharu Selesaikan Tur dengan 2.000 Paduan Suara dan 20 Musisi,"Pelantun Snow On The Sahara itu baru saja menyelesaikan tur bersama 2.000 anggota paduan suara dan 20 musisi. Tur Anggun C Sasmi itu ditutup di Prancis, di mana tiket terjual habis. Rangkaian perjalanan konsernya itu bahkan mendapat sambutan yang fenomenal dari publik dan kritikus. Setelah itu, ia bersiap untuk syuting film. "" Ini film pertama saya sebagai seorang aktris. Tampil dengan paduan suara lebih dari 2.000 orang di tempat yang dibangun abad ke-6 SM merupakan pengalaman unik dan tak terlupakan,"" tuturnya.",0.93788266
Fuji dan Fadly Faisal Beri Kesaksian di Sidang Penggelapan Eks Manajer,"Sidang kasus penipuan yang dilakukan Batara eks manajer Fuji Utami digelar pada hari ini Rabu 25 September 2024 di Pengadilan Negeri Jakarta Barat. Dalam sidang itu beragendakan kesaksian dari pihak pelapor. Pantauan detikcom, keluarga Fuji turut hadir dalam kesempatan hari ini. Salah satunya ada ibunya dan tim kuasa hukum Batara. Batara sendiri menjalani sidang secara online, karena sedang ditahan di Rutan Salemba. "" Alhamdulillah sehat Yang Mulia,"" kata Batara saat ditanya mengenai keadaannya. Saksi yang hadir hari ini ada enam orang, mereka adalah Fuji, Sri Mustika, Allbert, Daru, Ikhsan dan Fadly Faisal. Fuji menjadi saksi yang diperiksa pertama. Fuji menjelaskan pekerjaannya di dunia entertainment dan memiliki sebuah PT, ia juga menjelaskan dan awal mengenal Batara dari Fadly Faisal yang memberikan rekomendasi sebagai manajer. "" Saya punya perusahaan dan saya sebagai direktur. ""Dia urusin konten sama saya, chat klien, urusin konten dari Januari 2022 sampe Juli 2023,"" tambah Fuji. Awalnya uangnya tidak masuk ke rekening saya dan PT saya. Sesuai kontrak harusnya masuk ke rekening saya dan PT bukan rekening dia. Sehingga Fuji mengklaim kerugiannya senilai Rp 1,3 miliar dari hasil rinciannya. """,0.12160383
Vadel Badjideh Akan Jalani Pemeriksaan Kasus Anak Nikita Mirzani Hari Jumat,"Vadel Badjideh bakal menjalani pemeriksaan terkait kasus anak Nikita Mirzani pada hari Jumat 27 September 2024. Hal ini disampaikan Humas Polres Jakarta Selatan. "" Untuk hal tersebut, pihak kepolisian sangat mengharapkan kedatangan Vadel Badjideh untuk memberikan keterangan dari kasus yang dilaporkan. Kemarin ada salah satu penggemar dan teman putri Nikita Mirzani yang sudah menjalani pemeriksaan. ""Kalau saksi fans dia datang sendiri atas sukarela, kalau temannya ini yang tahu bagaimana di apartemennya,"" ungkap Humas Polres Metro Jakarta Selatan, AKP Nurma Dewi, saat ditemui di Polres Jakarta Selatan, Selasa 24 September. Nantinya keterangannya dari semua saksi akan dikumpulkan menjadi bahan kita,"" katanya lagi. Kalau dengar dari ceritanya, kalau nggak ada hukum, mendingan gue... Gue lindes deh. Setelah mendengarkan kesaksian yang mengiris hatinya, keinginan Nikita Mirzani untuk memenjarakan lelaki kelahiran 2005 itu semakin kuat. """,0.5807613
Azizah Salsha Maafkan 2 Terlapor Penyebar Berita Hoaks,"Selebgram Azizah Salsha memaafkan dua terlapor atas laporannya di Bareskrim Polri atas penyebaran berita hoaks. Dua terlapor tersebut sudah diperiksa di Bareskrim Polri dan memutuskan untuk meminta maaf dan berdamai. Salah satunya adalah pemilik akun bernama Andreas yang meminta maaf pada istri pesepakbola Pratama Arahan secara langsung. ""Hari ini saya meminta permohonan maaf terkait konten yang saya bikin dan saya mengakui konten tersebut sudah memberikan pencemaran nama baik terhadap Zize (panggilan Azizah Salsha) terkait berita yang suda simpang siur di luaran,"" kata Andreas saat menggelar konferensi pers di kawasan Senopati, Jakarta Selatan, Rabu 25 September 2024. Jadi semoga ini menjadi pembelajaran bagi kota semua dan tidak terjadi kejadian kejadian seperti ini. Masih ada 10 akun lagi yang belum menunjukkan itikad baik dan laporan tersebut masih terus diproses oleh penyidik Bareskrim Polri. "" Tindak pidana itu berdasarkan Pasal 45 ayat (4) juncto Pasal 27A Undang-Undang Nomor 1 Tahun 2024 tentang Perubahan Kedua atas Undang-Undang Nomor 11 Tahun 2008 tentang Informasi dan Transaksi Elektronik (ITE) dan/atau Pasal 310 dan Pasal 311 Kitab Undang-Undang Hukum Pidana.",0.13202187
"Sule Yakin Mahalini Nggak Selingkuh, Terdepan Pasang Badan Bela Menantu","Sule pasang badan dan yakin isu Mahalini selingkuh dengan keyboardist-nya adalah hoaks. Sule ikut kesal dengan akun TikTok Hazwa__ yang gencar menyebarkan berita hoaks tersebut. Ayah Rizky Febian itu mengakui dirinya paling malas untuk klarifikasi soal apa pun. Akan tetapi, tidak untuk hal seperti ini. "" Akun ini sudah lama sebetulnya mengusik Mahalini, bukan ke Iky, nyerangnya ke Lini. Nggak tahu cemburu, nggak tahu karena apa, saya ngga tahu. Tapi, kalau menyangkut menantu saya... ya saya sudah tanya-tanya sama teman-teman-teman polisi saya, akunnya sudah saya kasih ke teman saya. Sule mengetahui akun tersebut sudah menyerang Mahalini sebelum menikah dengan Rizky Febian. Nggak (kenal sama keyboardist Mahalini), tapi saya tahu. Tapi nggak mungkin itu kan kedekatan pemusik. Saya tahulah Mahalini nggak mungkin lakukan itu,"" tegas Sule. Sule menceritakan anak-anaknya memang tak pernah cerita soal masalah mereka. Dia juga akan ikut mencari siapa pemilik akun tersebut. "" Mahalini sudah melaporkan soal hoaks tersebut pada Januari 2024 di Polda Metro Jaya. Saat ini polisi masih memproses dan memeriksa serta memanggil saksi-saksi.",0.14415479
Cerita Abidzar Al Ghifari Putus Sekolah Demi Beri Nafkah Keluarga,"Artis Abidzar Al Ghifari memutuskan meninggalkan bangku SMA untuk memberikan nafkah kepada keluarga. Namun, kini Abidzar mengaku sudah mengambil paket C setingkat SMA. Ia mengejar ketertinggalan pendidikannya beberapa waktu lalu tersebut. "" Sudah kejar paket, bentar lagi lulus cuma nggak tahu kapan. Saat itu ia merasa tersadar dengan ekonomi keluarga yang kurang baik. "" Pas SMA sudah mulai sadar dengan kondisi keluarga, sudah mulai sadar apa yang perlu gue lakuin, dengan kapasitas yang gue punya akhirnya kelas dua SMA coba selesai sekolah,"" kata Abidzar. Berbekal pengalamannya dan melihat latar belakang orang tuanya, Abidzar memutuskan untuk fokus ke dunia entertainment dan meninggalkan bangku SMA sejak kelas 2. "" Coba di entertainment saja, siapa tahu apa yang gue lakuin bisa berpenghasilan dan juga bisa pengaruh ke keluarga,"" paparnya. Untungnya ia dapat mempertanggungjawabkan apa yang dia pilih. "" Awalnya pasti ada debat, karena orang tua pasti pengin anaknya berpendidikan. Cuma alhamdulillah risiko yang gue ambil dan percaya diri dan membuktikan dan bisa membuktikan omongan gue akhirnya nyokap percaya,"" ungkapnya. Apa yang gue bilang adalah untuk berpendidikan pada umumnya bisa dikekola, gimana juga bisa cuma kapasitas juga kecil. Alhamdulillah bisa, cuma nggak tahu sampai kapan,"" pungkasnya.",0.17886019
Langkah Sarwendah Setelah Resmi Cerai dari Ruben Onsu,"Chris Sam Siwu dan Abraham Simon, kuasa hukum Sarwendah, memberikan penjelasan soal sikap atau reaksi kliennya setelah diputus cerai oleh majelis hakim Pengadilan Negeri Jakarta Selatan. Senada dengan Ruben Onsu, Sarwendah disebut lega proses perceraiannya selesai. Putusan cerai itu sudah sampai ke Sarwendah. Ya kami sudah menginformasikan kepada klien kami (Sarwendah) juga dan memang klien kami pada intinya merasa lega ya bahwa proses ini akhirnya telah selesai dan bisa mencapai putusan,"" kata Abraham Simon di kawasan Ampera, Jakarta Selatan, Selasa 24 September 2024. Sarwendah disebut menerima segala hal yang diputuskan Pengadilan Negeri Jakarta Selatan, meskipun perceraian diputus secara verstek. Hasil putusannya alhamdulillah diputus sesuai dengan keinginan penggugat. Kesepakatan itu tentang pembagian harta bersama. Untuk hak asuh ketiga anak mereka, diberikan kepada Sarwendah. Anak bisa lihat orang tua baik di depan mereka. Ruben Onsu menggugat cerai perempuan yang dinikahi pada 22 Oktober 2013 di Pengadilan Negeri Jakarta Selatan pada 11 Juni 2024.",0.19067258
"2 Kali Gagal Inseminasi, Istri Sedih Belum Bisa Bahagiakan Sahrul Gunawan","Istri artis Sahrul Gunawan tak bisa menutupi kesedihan saat membicarakan kegagalan menjalani inseminasi. Sebab dua kali Dine Mutiara mencoba program alternatif kehamilan itu, namun Tuhan belum menghendaki. Air mata Dine sampai menetes mengenang momen kegagalan inseminasi. Kalau Aa penginnya terus-terusan setiap hari pengin ada anak lagi, pengin ada anak lagi biar us (kita). Kalau misalnya belum bisa, akunya juga jadi sedih gitu,"" katanya saat mengisi Pagi Pagi Ambyar Trans TV pada 20 September 2024. Dine Mutiara tampak memegang erat tangan Sahrul saat bicara soal anak. Sebab, ia merasa membahas hal itu begitu sensitif. Karena akunya kepengin, terus mungkin aku lihatnya memang belum, yang terbaiknya memang nggak nambah lagi,"" tuturnya. Bintang sinetron Jin Dan Jun itu mengungkapkan alasan ingin punya anak lagi. Namun setelah gagal, ia pun tak mau memaksa lagi. """,0.5342648
Ayah Fuji Belum Siap Terima Kembali Kedatangan Joddy Eks Sopir Vanessa Angel,"Ayah mendiang Bibi Ardiansyah, Faisal, mengaku sempat didatangi oleh Joddy, eks sopir yang menyebabkan meninggalnya putra dan menantunya, Vanessa Angel. Faisal menyebut belum dapat menerimanya dan memilih untuk menjalani kehidupan masing-masing. Kami pun akan menjalankan kehidupan kami sendiri. Pria yang berprofesi sebagai pengusaha itu mengatakan adanya kelalaian dari Joddy membuat keluarganya masih menyimpan luka atas kecelakaan tersebut. ""Di pengadilan juga sudah dinyatakan Itu ada kelalaiannya. Kita tahu sendiri dia bukan menghindari mobil lain, bukan musibah longsor atau apa, dia nabrak, itu kan berarti ada kelalaian. Jika kedatangan Joddy ke kediamannya untuk meminta maaf, Faisal menyebut saat ini waktunya belum tepat karena luka atas kehilangan Bibi Ardiansyah dan Vanessa Angel masih belum sembuh. "" Menurut kami, dia itu kalau mau memperbaiki kekecewaan kan ada itikad baik dari Joddy pasti akan memaafkan, tapi kan istilahnya momen itu belum tepat, karena waktunya masih belum tepat, luka itu masih memerah luka itu belum sembuh,"" pungkasnya.",0.32151222
Nassar Mohon Doa Lagi Usaha Luluhkan Hati Wanita Ini,"Penyanyi Nassar tampak begitu bahagia saat tampil dalam sebuah acara. Ia mengakui hal itu karena sedang berusaha meluluhkan hati seorang wanita. Sosoknya merupakan teman masa kecilnya. "" Dia sosok bukan ibu-ibu, sudah nggak sama ibu-ibu, sekarang sama yang muda dikit. Tapi ya itu sudah ada yang punya, tinggal dianya saja pilih dia apa aku,"" ujarnya saat ditemui di kawasan Daan Mogot, Jakarta Barat, Selasa 24 September 2024. Saya meyakinkan dengan lagu ini percaya pilih aku,"" tuturnya. "" Semoga dia luluh, mudah-mudahan bisa mewakili kisah orang juga ya. Nassar mengatakan Samira sangat menjadi kriteria wanita idamannya. Sebab wanita itu cantik luar dalam dan suka dengan caranya berbicara. "" Ia bakal mempublikasikan kalau bisa mendapatkan perempuan tersebut. """,0.67374766
Vadel Badjideh Minta Pemeriksaan Atas Laporan Nikita Mirzani Ditunda,"Vadel Badjideh dijadwalkan untuk menjalani pemeriksaan di Polres Metro Jakarta Selatan atas laporan dari aktris Nikita Mirzani soal dugaan pelanggaran UU Perlindungan Anak pada Jumat 27 September 2024. Saudara Vadel lagi kurang sehat, kita sudah koordinasi dari kemarin sore dan menyebabkan dia belum bisa memenuhi panggilan,"" kata kuasa hukum Vadel Badjideh, Razman Arif Nasution melalui sambungan zoom, Kamis 26 September 2024 malam. Oleh karena itu, pihak Vadel Badjideh meminta pemeriksaan ditunda hingga pekan depan. "" Kami minta tunda di hari Jumat depan tanggal 4 Oktober 2024 pukul 14.00 WIB, InsyaAllah hari itu saudara Vadel akan hadir dan kami dampingi sebagai kuasa hukum dari Vadel,"" pungkasnya.",0.84740293
"Edward Akbar Diduga KDRT Kimberly Ryder, Pengacara Pertanyakan Bukti","Aktris Kimberly Ryder diduga mendapatkan tindak kekerasan dalam rumah tangga (KDRT) oleh suaminya, Edward Akbar. Pihak Edward Akbar merespons dugaan tersebut. Merespons hal tersebut, kuasa hukum Edward Akbar, Jundri R. Berutu, menyebut kalau yang disampaikan oleh ibunda Kimberly Ryder hanya bersifat dugaan karena tidak adanya bukti. Ya alhamdulillah, anak saya nggak babak belur, nggak ancur. Bahkan kejadian itu sempat dilaporkan ke Polsek Pondok Aren oleh Kimberly. "" Kalau mengenai KDRT kan kemarin sy lihat artikel dr Kapolsek Pondok Aren sudah berbicara. Memang dulunya sempat ada KDRT yg disampaikan Kimberly. ( Dilakukan di depan ibu)kalau itu saya belum bisa jawab. Ya tentunya dr kapolsek sudah memberikan pembenaran,"" kata Machi Achmad. """,0.7381645
Fajar Ady Setiawan Pertahankan Nuansa Folk di Lagu Terbaru,"Penyanyi Fajar Ady Setiawan kembali mengeluarkan lagu baru. Ia tahu menulis lagu soal tema itu memang mudah, tapi penuh tantangan. "" Cinta Tanpa Akhir ini saya tulis dari pengalaman pribadi. Fajar Ady Setiawan tak menampik sempat mengalami kebuntuan saat menulis lagu baru. Dalam Cinta Tanpa Akhir Fajar menjelaskan mengapa tetap memilih genre folk. Saya pengen orang yang dengerin lagu ini bisa merasakan apa yang saya rasakan. Cinta Tanpa Akhir pun bisa dinikmati di berbagai platform musik digital. "" Tapi buat saya, selama ada orang yang mendengarkan dan merasa terhubung, itu sudah cukup,"" katanya.",0.9212784
Melaney Ricardo Makin Romantis dengan Suami Usai Gonjang-ganjing Pernikahan,"Presenter Melaney Ricardo bercerita soal titik terendah selama menikah dengan Tyson Lynch. Ia mengungkapkan hal itu terjadi saat mereka sempat hidup terpisah beberapa waktu lalu. Ya itu kemarin-kemarin tuh lagi gonjang-gonjangnya. Untuk teman-teman, menikah antara bule dan Batak bukan perkara yang mudah,"" ujarnya saat ditemui di Plaza Indonesia, Jakarta Pusat, Sabtu 21 September 2024. Melaney Ricardo lalu memberi pesan kepada semua orang yang menikah. Ibu dua anak itu juga memberikan tips bisa romantis lagi dengan suami. Kuncinya cuma satu yakni harus menyertakan Tuhan. "" Tyson Lynch bersyukur punya pasangan seperti Melaney Ricardo. Ya namanya suami-istri pasti ada nyebelinnya tapi kan he is a very good guy, setia, bertanggung jawab, sayang sama keluarga, dan baik hati. Terharu, cuma aku nggak suka ngomong yang gitu-gitu,"" pungkasnya.",0.53314227
"Ivan Gunawan Giat Berbisnis, Ekspansi Sampai ke Daerah Kecil","Artis Ivan Gunawan tampak semakin serius untuk urusan karier. Ia kerap bergelut dengan dunia hiburan dan bisnisnya. Sederet brand miliknya kini banyak dikenal orang. Dalam hal ini Ivan Gunawan juga turut memperhatikan desa-desa kecil yang jauh dari hiruk-pikuk kota. Baginya, menemui konsumen secara rutin merupakan pelayanan tersendiri yang khusus ia berikan kepada pelanggan. "" Selain untuk mengapresiasi mereka, dengan bertemu dan ngobrol sama pelanggan bisa membuat saya tahu apa yang mereka butuhkan sehingga kami bisa terus berkreasi melahirkan produk-produk yang up-to-date,"" ujar Ivan Gunawan dalam keterangan pers, Rabu 25 September 2024. Bisnisnya itu semakin dikenal orang banyak karena terdapat banyak cabang. Saat ini sudah ada 17 store tersebar di seluruh Indonesia, yaitu Bandung, Bekasi, Bogor, Cirebon, Yogyakarta, Purwokerto, Semarang, Makassar, Malang, Surabaya, Pekanbaru, Depok, dan Purwakarta.",0.573425
